County,indicator,indicator1,values
Nakuru,Maternal Care,Neonatal tetanus,90.7
Nakuru,Maternal Care,Skilled delivery,93.4
Nakuru,Maternal Care,Health facility delivery,93.5
Nakuru,Maternal Care,Postnatal check,82
Narok,Maternal Care,ANC from a skilled provider,96.5
Narok,Maternal Care,At least four ANC visits,55.3
Narok,Maternal Care,Took iron supplements,83.8
Narok,Maternal Care,Neonatal tetanus,75.1
Narok,Maternal Care,Skilled delivery,70.1
Narok,Maternal Care,Health facility delivery,64.2
Narok,Maternal Care,Postnatal check,65.6
Kajiado,Maternal Care,ANC from a skilled provider,100
Kajiado,Maternal Care,At least four ANC visits,81.2
Kajiado,Maternal Care,Took iron supplements,94.8
Kajiado,Maternal Care,Neonatal tetanus,78.3
Kajiado,Maternal Care,Skilled delivery,85.3
Kajiado,Maternal Care,Health facility delivery,82.7
Kajiado,Maternal Care,Postnatal check,80.8
Kericho,Maternal Care,ANC from a skilled provider,95.7
Kericho,Maternal Care,At least four ANC visits,58.6
Kericho,Maternal Care,Took iron supplements,90.4
Kericho,Maternal Care,Neonatal tetanus,87.7
Kericho,Maternal Care,Skilled delivery,92.3
Kericho,Maternal Care,Health facility delivery,89.7
Kericho,Maternal Care,Postnatal check,65.3
Bomet,Maternal Care,ANC from a skilled provider,96.6
Bomet,Maternal Care,At least four ANC visits,53.3
Bomet,Maternal Care,Took iron supplements,90.8
Bomet,Maternal Care,Neonatal tetanus,82.8
Bomet,Maternal Care,Skilled delivery,88.2
Bomet,Maternal Care,Health facility delivery,56.5
Bomet,Maternal Care,Postnatal check,52.3
Kakamega,Maternal Care,ANC from a skilled provider,100
Kakamega,Maternal Care,At least four ANC visits,73.3
Kakamega,Maternal Care,Took iron supplements,92.7
Kakamega,Maternal Care,Neonatal tetanus,79.4
Kakamega,Maternal Care,Skilled delivery,95.7
Kakamega,Maternal Care,Health facility delivery,90
Kakamega,Maternal Care,Postnatal check,60.5
Vihiga,Maternal Care,ANC from a skilled provider,99.1
Vihiga,Maternal Care,At least four ANC visits,79.4
Vihiga,Maternal Care,Took iron supplements,98.2
Vihiga,Maternal Care,Neonatal tetanus,84.8
Vihiga,Maternal Care,Skilled delivery,97.2
Vihiga,Maternal Care,Health facility delivery,90.9
Vihiga,Maternal Care,Postnatal check,86.8
Bungoma,Maternal Care,ANC from a skilled provider,98.6
Bungoma,Maternal Care,At least four ANC visits,72.5
Bungoma,Maternal Care,Took iron supplements,90.3
Bungoma,Maternal Care,Neonatal tetanus,74.2
Bungoma,Maternal Care,Skilled delivery,87.2
Bungoma,Maternal Care,Health facility delivery,79.3
Bungoma,Maternal Care,Postnatal check,51.6
Busia,Maternal Care,ANC from a skilled provider,99.4
Busia,Maternal Care,At least four ANC visits,70.7
Busia,Maternal Care,Took iron supplements,94.5
Busia,Maternal Care,Neonatal tetanus,91.5
Busia,Maternal Care,Skilled delivery,87.6
Busia,Maternal Care,Health facility delivery,83.7
Busia,Maternal Care,Postnatal check,90.5
Siaya,Maternal Care,ANC from a skilled provider,99.1
Siaya,Maternal Care,At least four ANC visits,65.1
Siaya,Maternal Care,Took iron supplements,89.3
Siaya,Maternal Care,Neonatal tetanus,64.9
Siaya,Maternal Care,Skilled delivery,94.9
Siaya,Maternal Care,Health facility delivery,84.4
Siaya,Maternal Care,Postnatal check,80.1
Kisumu,Maternal Care,ANC from a skilled provider,98
Kisumu,Maternal Care,At least four ANC visits,63.3
Kisumu,Maternal Care,Took iron supplements,94.8
Kisumu,Maternal Care,Neonatal tetanus,73.5
Kisumu,Maternal Care,Skilled delivery,97.9
Kisumu,Maternal Care,Health facility delivery,94.4
Kisumu,Maternal Care,Postnatal check,87.9
Homa Bay,Maternal Care,ANC from a skilled provider,95.1
Homa Bay,Maternal Care,At least four ANC visits,68.8
Homa Bay,Maternal Care,Took iron supplements,89.1
Homa Bay,Maternal Care,Neonatal tetanus,57.3
Homa Bay,Maternal Care,Skilled delivery,91.2
Homa Bay,Maternal Care,Health facility delivery,86.4
Homa Bay,Maternal Care,Postnatal check,72.2
Migori,Maternal Care,ANC from a skilled provider,100
Migori,Maternal Care,At least four ANC visits,58.5
Migori,Maternal Care,Took iron supplements,92.2
Migori,Maternal Care,Neonatal tetanus,59.2
Migori,Maternal Care,Skilled delivery,92.6
Migori,Maternal Care,Health facility delivery,89.2
Migori,Maternal Care,Postnatal check,70.5
Kisii,Maternal Care,ANC from a skilled provider,98.5
Kisii,Maternal Care,At least four ANC visits,62.7
Kisii,Maternal Care,Took iron supplements,94.7
Kisii,Maternal Care,Neonatal tetanus,84.4
Kisii,Maternal Care,Skilled delivery,93.5
Kisii,Maternal Care,Health facility delivery,76
Kisii,Maternal Care,Postnatal check,71.5
Nyamira,Maternal Care,ANC from a skilled provider,100
Nyamira,Maternal Care,At least four ANC visits,65.8
Nyamira,Maternal Care,Took iron supplements,93.6
Nyamira,Maternal Care,Neonatal tetanus,76.9
Nyamira,Maternal Care,Skilled delivery,92.6
Nyamira,Maternal Care,Health facility delivery,91.5
Nyamira,Maternal Care,Postnatal check,85.2
Nairobi,Maternal Care,ANC from a skilled provider,100
Nairobi,Maternal Care,At least four ANC visits,80.5
Nairobi,Maternal Care,Took iron supplements,91.2
Nairobi,Maternal Care,Neonatal tetanus,74.5
Nairobi,Maternal Care,Skilled delivery,99.4
Nairobi,Maternal Care,Health facility delivery,93.4
Nairobi,Maternal Care,Postnatal check,80.1
Kisii,Child Vaccinations,CountyFullyVaccinated12,81.6
Kisii,Child Vaccinations,CountyFullyVaccinated24,50.9
Nyamira,Child Vaccinations,CountyFullyVaccinated12,55.8
Nyamira,Child Vaccinations,CountyFullyVaccinated24,48.5
Nairobi,Child Vaccinations,CountyFullyVaccinated12,45.8
Nairobi,Child Vaccinations,CountyFullyVaccinated24,30.5
Mombasa,Child Vaccinations,CountyFullyVaccinated12,70.4
Mombasa,Child Vaccinations,CountyFullyVaccinated24,24.8
Kwale,Child Vaccinations,CountyFullyVaccinated12,50.1
Kwale,Child Vaccinations,CountyFullyVaccinated24,39.3
Kilifi,Child Vaccinations,CountyFullyVaccinated12,62.5
Kilifi,Child Vaccinations,CountyFullyVaccinated24,47.6
Tana River,Child Vaccinations,CountyFullyVaccinated12,39.2
Tana River,Child Vaccinations,CountyFullyVaccinated24,28.1
Lamu,Child Vaccinations,CountyFullyVaccinated12,54.2
Lamu,Child Vaccinations,CountyFullyVaccinated24,36.6
Taita Taveta,Child Vaccinations,CountyFullyVaccinated12,65.4
Taita Taveta,Child Vaccinations,CountyFullyVaccinated24,44.3
Garissa,Child Vaccinations,CountyFullyVaccinated12,16.9
Garissa,Child Vaccinations,CountyFullyVaccinated24,3.6
Wajir,Child Vaccinations,CountyFullyVaccinated12,19.2
Wajir,Child Vaccinations,CountyFullyVaccinated24,5.5
Mandera,Child Vaccinations,CountyFullyVaccinated12,5.6
Mandera,Child Vaccinations,CountyFullyVaccinated24,3.5
Marsabit,Child Vaccinations,CountyFullyVaccinated12,19.3
Marsabit,Child Vaccinations,CountyFullyVaccinated24,8.4
Isiolo,Child Vaccinations,CountyFullyVaccinated12,37.1
Isiolo,Child Vaccinations,CountyFullyVaccinated24,25.3
Meru,Child Vaccinations,CountyFullyVaccinated12,57.9
Meru,Child Vaccinations,CountyFullyVaccinated24,49.1
Tharaka Nithi,Child Vaccinations,CountyFullyVaccinated12,82.1
Tharaka Nithi,Child Vaccinations,CountyFullyVaccinated24,48.5
Embu,Child Vaccinations,CountyFullyVaccinated12,75.6
Embu,Child Vaccinations,CountyFullyVaccinated24,52.6
Kitui,Child Vaccinations,CountyFullyVaccinated12,49.4
Kitui,Child Vaccinations,CountyFullyVaccinated24,24.7
Machakos,Child Vaccinations,CountyFullyVaccinated12,70.8
Machakos,Child Vaccinations,CountyFullyVaccinated24,60.9
Makueni,Child Vaccinations,CountyFullyVaccinated12,65.5
Makueni,Child Vaccinations,CountyFullyVaccinated24,48.4
Nyandarua,Child Vaccinations,CountyFullyVaccinated12,70.6
Nyandarua,Child Vaccinations,CountyFullyVaccinated24,63.5
Nyeri,Child Vaccinations,CountyFullyVaccinated12,56.6
Nyeri,Child Vaccinations,CountyFullyVaccinated24,45.1
Kirinyaga,Child Vaccinations,CountyFullyVaccinated12,70.9
Kirinyaga,Child Vaccinations,CountyFullyVaccinated24,43.8
Muranga,Child Vaccinations,CountyFullyVaccinated12,66.2
Muranga,Child Vaccinations,CountyFullyVaccinated24,62.5
Kiambu,Child Vaccinations,CountyFullyVaccinated12,65.5
Kiambu,Child Vaccinations,CountyFullyVaccinated24,39.6
Turkana,Child Vaccinations,CountyFullyVaccinated12,29.3
Turkana,Child Vaccinations,CountyFullyVaccinated24,25.3
West Pokot,Child Vaccinations,CountyFullyVaccinated12,10.7
West Pokot,Child Vaccinations,CountyFullyVaccinated24,5.2
Samburu,Child Vaccinations,CountyFullyVaccinated12,27.8
Samburu,Child Vaccinations,CountyFullyVaccinated24,14.9
Trans Nzoia,Child Vaccinations,CountyFullyVaccinated12,70.6
Trans Nzoia,Child Vaccinations,CountyFullyVaccinated24,64.8
Uasin Gishu,Child Vaccinations,CountyFullyVaccinated12,49.3
Uasin Gishu,Child Vaccinations,CountyFullyVaccinated24,37.5
Elgeyo Marakwet,Child Vaccinations,CountyFullyVaccinated12,43.2
Elgeyo Marakwet,Child Vaccinations,CountyFullyVaccinated24,30.2
Nandi,Child Vaccinations,CountyFullyVaccinated12,65
Nandi,Child Vaccinations,CountyFullyVaccinated24,51.6
Baringo,Child Vaccinations,CountyFullyVaccinated12,43.3
Baringo,Child Vaccinations,CountyFullyVaccinated24,32.4
Laikipia,Child Vaccinations,CountyFullyVaccinated12,55.5
Laikipia,Child Vaccinations,CountyFullyVaccinated24,33.2
Nakuru,Child Vaccinations,CountyFullyVaccinated12,69.2
Nakuru,Child Vaccinations,CountyFullyVaccinated24,57.6
Narok,Child Vaccinations,CountyFullyVaccinated12,30.8
Narok,Child Vaccinations,CountyFullyVaccinated24,16.2
Kajiado,Child Vaccinations,CountyFullyVaccinated12,43.5
Kajiado,Child Vaccinations,CountyFullyVaccinated24,27.9
Kericho,Child Vaccinations,CountyFullyVaccinated12,47.6
Kericho,Child Vaccinations,CountyFullyVaccinated24,45.6
Bomet,Child Vaccinations,CountyFullyVaccinated12,63.9
Bomet,Child Vaccinations,CountyFullyVaccinated24,45.1
Kakamega,Child Vaccinations,CountyFullyVaccinated12,72.8
Kakamega,Child Vaccinations,CountyFullyVaccinated24,53.2
Vihiga,Child Vaccinations,CountyFullyVaccinated12,70.1
Vihiga,Child Vaccinations,CountyFullyVaccinated24,58.1
Bungoma,Child Vaccinations,CountyFullyVaccinated12,65.9
Bungoma,Child Vaccinations,CountyFullyVaccinated24,29
Busia,Child Vaccinations,CountyFullyVaccinated12,55.8
Busia,Child Vaccinations,CountyFullyVaccinated24,60.2
Siaya,Child Vaccinations,CountyFullyVaccinated12,69.9
Siaya,Child Vaccinations,CountyFullyVaccinated24,26.6
Kisumu,Child Vaccinations,CountyFullyVaccinated12,62.6
Kisumu,Child Vaccinations,CountyFullyVaccinated24,30.1
Homa Bay,Child Vaccinations,CountyFullyVaccinated12,52.6
Homa Bay,Child Vaccinations,CountyFullyVaccinated24,28.5
Migori,Child Vaccinations,CountyFullyVaccinated12,71.4
Migori,Child Vaccinations,CountyFullyVaccinated24,37.9
Mombasa,limit_sex,HIV knowledge: Women (15-24),83.5
Mombasa,using_condoms,HIV knowledge: Women (15-24),75.6
Mombasa,hivprevention_knowledge,HIV knowledge: Women (15-24),45.3
Kwale,limit_sex,HIV knowledge: Women (15-24),87.4
Kwale,using_condoms,HIV knowledge: Women (15-24),86.2
Kwale,hivprevention_knowledge,HIV knowledge: Women (15-24),63.4
Kilifi,limit_sex,HIV knowledge: Women (15-24),90.8
Kilifi,using_condoms,HIV knowledge: Women (15-24),75.7
Kilifi,hivprevention_knowledge,HIV knowledge: Women (15-24),57.1
Tana River,limit_sex,HIV knowledge: Women (15-24),71.8
Tana River,using_condoms,HIV knowledge: Women (15-24),49.9
Tana River,hivprevention_knowledge,HIV knowledge: Women (15-24),35.2
Lamu,limit_sex,HIV knowledge: Women (15-24),81.6
Lamu,using_condoms,HIV knowledge: Women (15-24),49.7
Lamu,hivprevention_knowledge,HIV knowledge: Women (15-24),34.7
Taita Taveta,limit_sex,HIV knowledge: Women (15-24),85.3
Taita Taveta,using_condoms,HIV knowledge: Women (15-24),82.3
Taita Taveta,hivprevention_knowledge,HIV knowledge: Women (15-24),61
Garissa,limit_sex,HIV knowledge: Women (15-24),55.3
Garissa,using_condoms,HIV knowledge: Women (15-24),27.7
Garissa,hivprevention_knowledge,HIV knowledge: Women (15-24),15
Wajir,limit_sex,HIV knowledge: Women (15-24),76.3
Wajir,using_condoms,HIV knowledge: Women (15-24),45.9
Wajir,hivprevention_knowledge,HIV knowledge: Women (15-24),26.9
Mandera,limit_sex,HIV knowledge: Women (15-24),26.2
Mandera,using_condoms,HIV knowledge: Women (15-24),15
Mandera,hivprevention_knowledge,HIV knowledge: Women (15-24),4.5
Marsabit,limit_sex,HIV knowledge: Women (15-24),58.6
Marsabit,using_condoms,HIV knowledge: Women (15-24),58.2
Marsabit,hivprevention_knowledge,HIV knowledge: Women (15-24),26
Isiolo,limit_sex,HIV knowledge: Women (15-24),75.7
Isiolo,using_condoms,HIV knowledge: Women (15-24),68
Isiolo,hivprevention_knowledge,HIV knowledge: Women (15-24),35.7
Meru,limit_sex,HIV knowledge: Women (15-24),84.8
Meru,using_condoms,HIV knowledge: Women (15-24),66.2
Meru,hivprevention_knowledge,HIV knowledge: Women (15-24),41.1
Tharaka Nithi,limit_sex,HIV knowledge: Women (15-24),90.1
Tharaka Nithi,using_condoms,HIV knowledge: Women (15-24),74.4
Tharaka Nithi,hivprevention_knowledge,HIV knowledge: Women (15-24),51.5
Embu,limit_sex,HIV knowledge: Women (15-24),84.5
Embu,using_condoms,HIV knowledge: Women (15-24),79.6
Embu,hivprevention_knowledge,HIV knowledge: Women (15-24),49.4
Kitui,limit_sex,HIV knowledge: Women (15-24),86.5
Kitui,using_condoms,HIV knowledge: Women (15-24),75.4
Kitui,hivprevention_knowledge,HIV knowledge: Women (15-24),65.6
Machakos,limit_sex,HIV knowledge: Women (15-24),98.1
Machakos,using_condoms,HIV knowledge: Women (15-24),88.1
Machakos,hivprevention_knowledge,HIV knowledge: Women (15-24),68.1
Makueni,limit_sex,HIV knowledge: Women (15-24),88.2
Makueni,using_condoms,HIV knowledge: Women (15-24),76.3
Makueni,hivprevention_knowledge,HIV knowledge: Women (15-24),55
Nyandarua,limit_sex,HIV knowledge: Women (15-24),96.2
Nyandarua,using_condoms,HIV knowledge: Women (15-24),80.2
Nyandarua,hivprevention_knowledge,HIV knowledge: Women (15-24),59.1
Nyeri,limit_sex,HIV knowledge: Women (15-24),86.8
Nyeri,using_condoms,HIV knowledge: Women (15-24),88.2
Nyeri,hivprevention_knowledge,HIV knowledge: Women (15-24),62
Kirinyaga,limit_sex,HIV knowledge: Women (15-24),92.9
Kirinyaga,using_condoms,HIV knowledge: Women (15-24),82.2
Kirinyaga,hivprevention_knowledge,HIV knowledge: Women (15-24),65
Muranga,limit_sex,HIV knowledge: Women (15-24),89.5
Muranga,using_condoms,HIV knowledge: Women (15-24),81.7
Muranga,hivprevention_knowledge,HIV knowledge: Women (15-24),47.3
Kiambu,limit_sex,HIV knowledge: Women (15-24),85.3
Kiambu,using_condoms,HIV knowledge: Women (15-24),80.3
Kiambu,hivprevention_knowledge,HIV knowledge: Women (15-24),50.8
Turkana,limit_sex,HIV knowledge: Women (15-24),75.6
Turkana,using_condoms,HIV knowledge: Women (15-24),67
Turkana,hivprevention_knowledge,HIV knowledge: Women (15-24),23.2
West Pokot,limit_sex,HIV knowledge: Women (15-24),79.6
West Pokot,using_condoms,HIV knowledge: Women (15-24),74.7
West Pokot,hivprevention_knowledge,HIV knowledge: Women (15-24),43.7
Samburu,limit_sex,HIV knowledge: Women (15-24),84.8
Samburu,using_condoms,HIV knowledge: Women (15-24),67.3
Samburu,hivprevention_knowledge,HIV knowledge: Women (15-24),31.8
Trans Nzoia,limit_sex,HIV knowledge: Women (15-24),98.6
Trans Nzoia,using_condoms,HIV knowledge: Women (15-24),91.1
Trans Nzoia,hivprevention_knowledge,HIV knowledge: Women (15-24),74
Uasin Gishu,limit_sex,HIV knowledge: Women (15-24),90.5
Uasin Gishu,using_condoms,HIV knowledge: Women (15-24),79.5
Uasin Gishu,hivprevention_knowledge,HIV knowledge: Women (15-24),56.6
Elgeyo Marakwet,limit_sex,HIV knowledge: Women (15-24),92.4
Elgeyo Marakwet,using_condoms,HIV knowledge: Women (15-24),82.1
Elgeyo Marakwet,hivprevention_knowledge,HIV knowledge: Women (15-24),53.6
Nandi,limit_sex,HIV knowledge: Women (15-24),87
Nandi,using_condoms,HIV knowledge: Women (15-24),76.6
Nandi,hivprevention_knowledge,HIV knowledge: Women (15-24),43
Baringo,limit_sex,HIV knowledge: Women (15-24),88.4
Baringo,using_condoms,HIV knowledge: Women (15-24),69.5
Baringo,hivprevention_knowledge,HIV knowledge: Women (15-24),46.8
Laikipia,limit_sex,HIV knowledge: Women (15-24),88
Laikipia,using_condoms,HIV knowledge: Women (15-24),81.1
Laikipia,hivprevention_knowledge,HIV knowledge: Women (15-24),50
Nakuru,limit_sex,HIV knowledge: Women (15-24),89.1
Nakuru,using_condoms,HIV knowledge: Women (15-24),84.2
Nakuru,hivprevention_knowledge,HIV knowledge: Women (15-24),54.3
Narok,limit_sex,HIV knowledge: Women (15-24),87.8
Narok,using_condoms,HIV knowledge: Women (15-24),76.2
Narok,hivprevention_knowledge,HIV knowledge: Women (15-24),49.7
Kajiado,limit_sex,HIV knowledge: Women (15-24),90.6
Kajiado,using_condoms,HIV knowledge: Women (15-24),80.2
Kajiado,hivprevention_knowledge,HIV knowledge: Women (15-24),60
Kericho,limit_sex,HIV knowledge: Women (15-24),87.4
Kericho,using_condoms,HIV knowledge: Women (15-24),88.6
Kericho,hivprevention_knowledge,HIV knowledge: Women (15-24),49
Bomet,limit_sex,HIV knowledge: Women (15-24),94.5
Bomet,using_condoms,HIV knowledge: Women (15-24),82.3
Bomet,hivprevention_knowledge,HIV knowledge: Women (15-24),58.2
Kakamega,limit_sex,HIV knowledge: Women (15-24),88.8
Kakamega,using_condoms,HIV knowledge: Women (15-24),75.1
Kakamega,hivprevention_knowledge,HIV knowledge: Women (15-24),50.6
Vihiga,limit_sex,HIV knowledge: Women (15-24),83.7
Vihiga,using_condoms,HIV knowledge: Women (15-24),75.5
Vihiga,hivprevention_knowledge,HIV knowledge: Women (15-24),58.5
Bungoma,limit_sex,HIV knowledge: Women (15-24),85.3
Bungoma,using_condoms,HIV knowledge: Women (15-24),68.7
Bungoma,hivprevention_knowledge,HIV knowledge: Women (15-24),32.4
Busia,limit_sex,HIV knowledge: Women (15-24),93.3
Busia,using_condoms,HIV knowledge: Women (15-24),83.1
Busia,hivprevention_knowledge,HIV knowledge: Women (15-24),63.3
Siaya,limit_sex,HIV knowledge: Women (15-24),90.8
Siaya,using_condoms,HIV knowledge: Women (15-24),90.4
Siaya,hivprevention_knowledge,HIV knowledge: Women (15-24),71.5
Kisumu,limit_sex,HIV knowledge: Women (15-24),95.6
Kisumu,using_condoms,HIV knowledge: Women (15-24),95.8
Kisumu,hivprevention_knowledge,HIV knowledge: Women (15-24),73.5
Homa Bay,limit_sex,HIV knowledge: Women (15-24),90.8
Homa Bay,using_condoms,HIV knowledge: Women (15-24),86.7
Homa Bay,hivprevention_knowledge,HIV knowledge: Women (15-24),58.4
Migori,limit_sex,HIV knowledge: Women (15-24),82.8
Migori,using_condoms,HIV knowledge: Women (15-24),71.9
Migori,hivprevention_knowledge,HIV knowledge: Women (15-24),44.8
Kisii,limit_sex,HIV knowledge: Women (15-24),97.3
Kisii,using_condoms,HIV knowledge: Women (15-24),92.1
Kisii,hivprevention_knowledge,HIV knowledge: Women (15-24),78.8
Nyamira,limit_sex,HIV knowledge: Women (15-24),96.6
Nyamira,using_condoms,HIV knowledge: Women (15-24),86.9
Nyamira,hivprevention_knowledge,HIV knowledge: Women (15-24),78.2
Nairobi,limit_sex,HIV knowledge: Women (15-24),89.7
Nairobi,using_condoms,HIV knowledge: Women (15-24),87.8
Nairobi,hivprevention_knowledge,HIV knowledge: Women (15-24),58
Mombasa,limit_sex,HIV knowledge: Men (15-24),97.2
Mombasa,using_condoms,HIV knowledge: Men (15-24),70
Mombasa,hivprevention_knowledge,HIV knowledge: Men (15-24),60.9
Kwale,limit_sex,HIV knowledge: Men (15-24),95.1
Kwale,using_condoms,HIV knowledge: Men (15-24),63.5
Kwale,hivprevention_knowledge,HIV knowledge: Men (15-24),42.8
Kilifi,limit_sex,HIV knowledge: Men (15-24),84.5
Kilifi,using_condoms,HIV knowledge: Men (15-24),74.1
Kilifi,hivprevention_knowledge,HIV knowledge: Men (15-24),51
Tana River,limit_sex,HIV knowledge: Men (15-24),53.7
Tana River,using_condoms,HIV knowledge: Men (15-24),57.3
Tana River,hivprevention_knowledge,HIV knowledge: Men (15-24),32.3
Lamu,limit_sex,HIV knowledge: Men (15-24),95.5
Lamu,using_condoms,HIV knowledge: Men (15-24),97.9
Lamu,hivprevention_knowledge,HIV knowledge: Men (15-24),84.7
Taita Taveta,limit_sex,HIV knowledge: Men (15-24),89.5
Taita Taveta,using_condoms,HIV knowledge: Men (15-24),82.4
Taita Taveta,hivprevention_knowledge,HIV knowledge: Men (15-24),49
Garissa,limit_sex,HIV knowledge: Men (15-24),99.8
Garissa,using_condoms,HIV knowledge: Men (15-24),95.4
Garissa,hivprevention_knowledge,HIV knowledge: Men (15-24),88.7
Wajir,limit_sex,HIV knowledge: Men (15-24),87.1
Wajir,using_condoms,HIV knowledge: Men (15-24),73.9
Wajir,hivprevention_knowledge,HIV knowledge: Men (15-24),43.1
Mandera,limit_sex,HIV knowledge: Men (15-24),61.5
Mandera,using_condoms,HIV knowledge: Men (15-24),57.3
Mandera,hivprevention_knowledge,HIV knowledge: Men (15-24),16.8
Marsabit,limit_sex,HIV knowledge: Men (15-24),89.5
Marsabit,using_condoms,HIV knowledge: Men (15-24),58.4
Marsabit,hivprevention_knowledge,HIV knowledge: Men (15-24),34.7
Isiolo,limit_sex,HIV knowledge: Men (15-24),95.9
Isiolo,using_condoms,HIV knowledge: Men (15-24),83.7
Isiolo,hivprevention_knowledge,HIV knowledge: Men (15-24),58.6
Meru,limit_sex,HIV knowledge: Men (15-24),86.8
Meru,using_condoms,HIV knowledge: Men (15-24),81.6
Meru,hivprevention_knowledge,HIV knowledge: Men (15-24),50.2
Tharaka Nithi,limit_sex,HIV knowledge: Men (15-24),92.5
Tharaka Nithi,using_condoms,HIV knowledge: Men (15-24),80.9
Tharaka Nithi,hivprevention_knowledge,HIV knowledge: Men (15-24),51.8
Embu,limit_sex,HIV knowledge: Men (15-24),75.5
Embu,using_condoms,HIV knowledge: Men (15-24),75
Embu,hivprevention_knowledge,HIV knowledge: Men (15-24),56.5
Kitui,limit_sex,HIV knowledge: Men (15-24),94.4
Kitui,using_condoms,HIV knowledge: Men (15-24),96.7
Kitui,hivprevention_knowledge,HIV knowledge: Men (15-24),80.9
Machakos,limit_sex,HIV knowledge: Men (15-24),86.8
Machakos,using_condoms,HIV knowledge: Men (15-24),84.9
Machakos,hivprevention_knowledge,HIV knowledge: Men (15-24),54.5
Makueni,limit_sex,HIV knowledge: Men (15-24),98.4
Makueni,using_condoms,HIV knowledge: Men (15-24),86.9
Makueni,hivprevention_knowledge,HIV knowledge: Men (15-24),52.5
Nyandarua,limit_sex,HIV knowledge: Men (15-24),79.7
Nyandarua,using_condoms,HIV knowledge: Men (15-24),85.3
Nyandarua,hivprevention_knowledge,HIV knowledge: Men (15-24),47
Nyeri,limit_sex,HIV knowledge: Men (15-24),80.2
Nyeri,using_condoms,HIV knowledge: Men (15-24),88
Nyeri,hivprevention_knowledge,HIV knowledge: Men (15-24),53.7
Kirinyaga,limit_sex,HIV knowledge: Men (15-24),90.6
Kirinyaga,using_condoms,HIV knowledge: Men (15-24),93.3
Kirinyaga,hivprevention_knowledge,HIV knowledge: Men (15-24),74
Muranga,limit_sex,HIV knowledge: Men (15-24),97.4
Muranga,using_condoms,HIV knowledge: Men (15-24),96
Muranga,hivprevention_knowledge,HIV knowledge: Men (15-24),64
Kiambu,limit_sex,HIV knowledge: Men (15-24),80.7
Kiambu,using_condoms,HIV knowledge: Men (15-24),72.2
Kiambu,hivprevention_knowledge,HIV knowledge: Men (15-24),37.5
Turkana,limit_sex,HIV knowledge: Men (15-24),73.8
Turkana,using_condoms,HIV knowledge: Men (15-24),70.1
Turkana,hivprevention_knowledge,HIV knowledge: Men (15-24),49.4
West Pokot,limit_sex,HIV knowledge: Men (15-24),94.9
West Pokot,using_condoms,HIV knowledge: Men (15-24),90.8
West Pokot,hivprevention_knowledge,HIV knowledge: Men (15-24),77.2
Samburu,limit_sex,HIV knowledge: Men (15-24),88.5
Samburu,using_condoms,HIV knowledge: Men (15-24),73.5
Samburu,hivprevention_knowledge,HIV knowledge: Men (15-24),30.6
Trans Nzoia,limit_sex,HIV knowledge: Men (15-24),93.7
Trans Nzoia,using_condoms,HIV knowledge: Men (15-24),82.9
Trans Nzoia,hivprevention_knowledge,HIV knowledge: Men (15-24),64.3
Uasin Gishu,limit_sex,HIV knowledge: Men (15-24),82.6
Uasin Gishu,using_condoms,HIV knowledge: Men (15-24),85.5
Uasin Gishu,hivprevention_knowledge,HIV knowledge: Men (15-24),63
Elgeyo Marakwet,limit_sex,HIV knowledge: Men (15-24),69.6
Elgeyo Marakwet,using_condoms,HIV knowledge: Men (15-24),77.8
Elgeyo Marakwet,hivprevention_knowledge,HIV knowledge: Men (15-24),43.7
Nandi,limit_sex,HIV knowledge: Men (15-24),77
Nandi,using_condoms,HIV knowledge: Men (15-24),85
Nandi,hivprevention_knowledge,HIV knowledge: Men (15-24),61.9
Baringo,limit_sex,HIV knowledge: Men (15-24),69.9
Baringo,using_condoms,HIV knowledge: Men (15-24),78.6
Baringo,hivprevention_knowledge,HIV knowledge: Men (15-24),45.2
Laikipia,limit_sex,HIV knowledge: Men (15-24),90.2
Laikipia,using_condoms,HIV knowledge: Men (15-24),75.9
Laikipia,hivprevention_knowledge,HIV knowledge: Men (15-24),44.4
Nakuru,limit_sex,HIV knowledge: Men (15-24),76.5
Nakuru,using_condoms,HIV knowledge: Men (15-24),75.9
Nakuru,hivprevention_knowledge,HIV knowledge: Men (15-24),35.1
Narok,limit_sex,HIV knowledge: Men (15-24),87.3
Narok,using_condoms,HIV knowledge: Men (15-24),69.5
Narok,hivprevention_knowledge,HIV knowledge: Men (15-24),35.6
Kajiado,limit_sex,HIV knowledge: Men (15-24),92.3
Kajiado,using_condoms,HIV knowledge: Men (15-24),88.5
Kajiado,hivprevention_knowledge,HIV knowledge: Men (15-24),50.4
Kericho,limit_sex,HIV knowledge: Men (15-24),98.5
Kericho,using_condoms,HIV knowledge: Men (15-24),97
Kericho,hivprevention_knowledge,HIV knowledge: Men (15-24),85.4
Bomet,limit_sex,HIV knowledge: Men (15-24),91.7
Bomet,using_condoms,HIV knowledge: Men (15-24),94.1
Bomet,hivprevention_knowledge,HIV knowledge: Men (15-24),54.2
Kakamega,limit_sex,HIV knowledge: Men (15-24),97.3
Kakamega,using_condoms,HIV knowledge: Men (15-24),86
Kakamega,hivprevention_knowledge,HIV knowledge: Men (15-24),44.3
Vihiga,limit_sex,HIV knowledge: Men (15-24),81.6
Vihiga,using_condoms,HIV knowledge: Men (15-24),76.5
Vihiga,hivprevention_knowledge,HIV knowledge: Men (15-24),50.1
